timestamp,scenario,asset,plc_ip,recipe_id,operator_mode,line_state,conveyor_run,safety_ok,estop,photoeye_infeed,photoeye_outfeed,jam_sensor,fault_lamp,fault_code,jam_timeout_s,speed_setpoint_pct,actual_speed_pct,motor_current_a,vibration_mm_s,temperature_c,line_rate_ppm,item_count,reject_count,reject_rate_pct,plc_cycle_ms,network_rx_kbps,network_tx_kbps,ground_truth_label
2026-09-01T14:00:00+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.0,77.84,12.194,2.505,46.67,93.3,178501,884,0.502,9.668,12.31,13.92,NORMAL
2026-09-01T14:00:01+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.0,78.79,13.066,2.361,47.03,96.42,178503,884,0.51,10.144,12.94,10.02,NORMAL
2026-09-01T14:00:02+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.01,80.56,13.012,2.351,47.01,95.24,178504,884,0.646,10.591,10.07,13.21,NORMAL
2026-09-01T14:00:03+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.01,78.86,13.236,2.276,46.08,91.07,178506,884,0.699,9.823,17.88,6.41,NORMAL
2026-09-01T14:00:04+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.02,76.91,12.405,2.29,47.03,90.42,178507,884,0.661,10.069,13.56,10.85,NORMAL
2026-09-01T14:00:05+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.02,78.58,12.835,2.291,46.72,92.18,178509,884,0.541,10.411,13.08,6.18,NORMAL
2026-09-01T14:00:06+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.03,78.27,12.897,2.317,46.05,90.36,178510,884,0.471,10.69,9.49,8.0,NORMAL
2026-09-01T14:00:07+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.03,77.7,13.076,2.259,47.11,91.97,178512,884,0.564,10.645,15.32,9.05,NORMAL
2026-09-01T14:00:08+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.04,78.89,12.295,2.265,46.55,92.44,178513,884,0.599,10.614,11.96,9.87,NORMAL
2026-09-01T14:00:09+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.04,78.83,12.599,2.43,46.53,94.33,178515,884,0.184,10.095,14.27,11.49,NORMAL
2026-09-01T14:00:10+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.05,78.31,13.373,2.454,46.33,92.05,178516,884,0.671,10.407,16.73,13.27,NORMAL
2026-09-01T14:00:11+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.05,77.36,12.989,2.399,46.43,91.73,178518,884,0.532,10.454,16.92,6.17,NORMAL
2026-09-01T14:00:12+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.06,78.48,13.13,2.263,45.9,97.82,178520,884,0.504,10.292,15.85,9.6,NORMAL
2026-09-01T14:00:13+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.06,78.05,12.556,2.329,46.5,94.16,178521,884,0.415,9.29,16.08,6.7,NORMAL
2026-09-01T14:00:14+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.07,79.0,13.285,2.347,46.58,92.36,178523,884,0.687,9.756,13.71,7.86,NORMAL
2026-09-01T14:00:15+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.07,76.47,13.626,2.279,46.23,88.82,178524,884,0.602,9.873,13.28,6.38,NORMAL
2026-09-01T14:00:16+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.08,76.89,13.007,2.245,46.44,87.43,178526,884,0.542,10.664,10.23,9.75,NORMAL
2026-09-01T14:00:17+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.08,77.34,11.91,2.325,46.66,92.54,178527,884,0.434,9.835,15.39,12.49,NORMAL
2026-09-01T14:00:18+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.09,77.36,12.726,2.271,46.7,92.02,178529,884,0.531,10.121,16.92,9.32,NORMAL
2026-09-01T14:00:19+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.09,79.18,12.763,2.227,47.2,91.77,178530,884,0.733,9.74,15.24,8.35,NORMAL
2026-09-01T14:00:20+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.1,79.56,12.879,2.354,46.68,92.69,178532,884,0.322,10.103,17.76,12.5,NORMAL
2026-09-01T14:00:21+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.1,79.19,12.831,2.437,46.54,90.51,178533,884,0.563,10.252,9.06,10.92,NORMAL
2026-09-01T14:00:22+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.1,77.23,12.612,2.242,46.33,90.45,178535,884,0.448,9.269,9.87,9.95,NORMAL
2026-09-01T14:00:23+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.11,77.23,12.851,2.22,46.85,90.79,178536,884,0.653,9.611,9.64,10.24,NORMAL
2026-09-01T14:00:24+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.11,78.24,12.254,2.331,46.85,92.12,178538,884,0.363,9.902,16.11,8.63,NORMAL
2026-09-01T14:00:25+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.12,80.41,13.357,2.368,46.66,97.31,178540,884,0.822,10.693,13.8,9.88,NORMAL
2026-09-01T14:00:26+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.12,78.03,12.423,2.391,46.69,92.23,178541,884,0.391,10.698,12.24,12.68,NORMAL
2026-09-01T14:00:27+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.13,77.58,12.1,2.238,46.3,93.63,178543,884,0.5,9.96,17.78,6.39,NORMAL
2026-09-01T14:00:28+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.13,77.12,12.627,2.226,46.14,91.06,178544,884,0.42,9.826,16.95,6.3,NORMAL
2026-09-01T14:00:29+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.14,79.49,13.354,2.359,47.57,94.89,178546,884,0.48,9.658,10.72,6.14,NORMAL
2026-09-01T14:00:30+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.14,78.87,13.313,2.255,46.97,89.84,178547,884,0.419,11.552,10.29,6.08,NORMAL
2026-09-01T14:00:31+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.15,78.74,12.946,2.212,46.45,90.6,178549,884,0.542,9.192,13.4,8.23,NORMAL
2026-09-01T14:00:32+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.15,78.46,12.539,2.301,46.48,93.44,178550,884,0.781,10.197,17.94,11.59,NORMAL
2026-09-01T14:00:33+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,0,0,0,,5,78.16,79.54,12.515,2.369,46.33,95.08,178552,884,0.592,9.982,15.32,8.89,NORMAL
2026-09-01T14:00:34+00:00,INCIDENT,PLC01,192.168.50.20,PKG-A12,AUTO,RUN,1,1,0,1,1,0,0,,5,78.16,78.38,12.718,2.346,46.26,94.54,178553,884,0.498,9.921,13.89,11.69,NORMAL
