timestamp,src_ip,dst_ip,src_port,dst_port,proto,service,duration,orig_bytes,resp_bytes,conn_state,suricata_alert,programming_activity
2026-09-01T10:00:00+00:00,192.168.50.11,192.168.50.20,61867,502,tcp,modbus,0.0327,78,140,SF,0,0
2026-09-01T10:00:02+00:00,192.168.50.12,192.168.50.20,60221,4840,tcp,opcua,0.0528,290,448,SF,0,0
2026-09-01T10:00:05+00:00,192.168.50.11,192.168.50.20,54129,502,tcp,modbus,0.027,95,136,SF,0,0
2026-09-01T10:00:10+00:00,192.168.50.11,192.168.50.20,51336,502,tcp,modbus,0.0357,100,189,SF,0,0
2026-09-01T10:00:15+00:00,192.168.50.11,192.168.50.20,63229,502,tcp,modbus,0.0187,103,213,SF,0,0
2026-09-01T10:00:17+00:00,192.168.50.12,192.168.50.20,51121,4840,tcp,opcua,0.0716,238,655,SF,0,0
2026-09-01T10:00:20+00:00,192.168.50.11,192.168.50.20,49266,502,tcp,modbus,0.0308,71,120,SF,0,0
2026-09-01T10:00:20+00:00,192.168.50.10,192.168.50.20,56958,11740,tcp,codesys,0.613,611,721,SF,0,0
2026-09-01T10:00:25+00:00,192.168.50.11,192.168.50.20,50150,502,tcp,modbus,0.0411,83,167,SF,0,0
2026-09-01T10:00:30+00:00,192.168.50.11,192.168.50.20,62084,502,tcp,modbus,0.024,89,126,SF,0,0
2026-09-01T10:00:32+00:00,192.168.50.12,192.168.50.20,62546,4840,tcp,opcua,0.0624,386,684,SF,0,0
2026-09-01T10:00:35+00:00,192.168.50.11,192.168.50.20,58735,502,tcp,modbus,0.0338,89,144,SF,0,0
2026-09-01T10:00:40+00:00,192.168.50.11,192.168.50.20,50695,502,tcp,modbus,0.0219,102,172,SF,0,0
2026-09-01T10:00:45+00:00,192.168.50.11,192.168.50.20,50992,502,tcp,modbus,0.0387,75,193,SF,0,0
2026-09-01T10:00:47+00:00,192.168.50.12,192.168.50.20,61617,4840,tcp,opcua,0.179,269,795,SF,0,0
2026-09-01T10:00:50+00:00,192.168.50.11,192.168.50.20,53485,502,tcp,modbus,0.0495,73,92,SF,0,0
2026-09-01T10:00:55+00:00,192.168.50.11,192.168.50.20,49993,502,tcp,modbus,0.0422,70,204,SF,0,0
2026-09-01T10:01:00+00:00,192.168.50.11,192.168.50.20,60161,502,tcp,modbus,0.0453,94,202,SF,0,0
2026-09-01T10:01:02+00:00,192.168.50.12,192.168.50.20,55201,4840,tcp,opcua,0.0846,281,493,SF,0,0
2026-09-01T10:01:05+00:00,192.168.50.11,192.168.50.20,51745,502,tcp,modbus,0.0392,70,184,SF,0,0
2026-09-01T10:01:10+00:00,192.168.50.11,192.168.50.20,56545,502,tcp,modbus,0.0571,113,119,SF,0,0
2026-09-01T10:01:15+00:00,192.168.50.11,192.168.50.20,61891,502,tcp,modbus,0.0481,71,115,SF,0,0
2026-09-01T10:01:17+00:00,192.168.50.12,192.168.50.20,58468,4840,tcp,opcua,0.147,388,486,SF,0,0
2026-09-01T10:01:20+00:00,192.168.50.11,192.168.50.20,63470,502,tcp,modbus,0.0151,93,153,SF,0,0
2026-09-01T10:01:25+00:00,192.168.50.11,192.168.50.20,63772,502,tcp,modbus,0.0178,103,156,SF,0,0
2026-09-01T10:01:30+00:00,192.168.50.11,192.168.50.20,57017,502,tcp,modbus,0.0334,101,138,SF,0,0
2026-09-01T10:01:32+00:00,192.168.50.12,192.168.50.20,59618,4840,tcp,opcua,0.0689,253,783,SF,0,0
2026-09-01T10:01:35+00:00,192.168.50.11,192.168.50.20,58990,502,tcp,modbus,0.0367,124,193,SF,0,0
2026-09-01T10:01:40+00:00,192.168.50.11,192.168.50.20,53933,502,tcp,modbus,0.0368,120,92,SF,0,0
2026-09-01T10:01:45+00:00,192.168.50.11,192.168.50.20,59357,502,tcp,modbus,0.0372,79,126,SF,0,0
2026-09-01T10:01:47+00:00,192.168.50.12,192.168.50.20,51672,4840,tcp,opcua,0.0974,265,440,SF,0,0
2026-09-01T10:01:50+00:00,192.168.50.11,192.168.50.20,53162,502,tcp,modbus,0.0545,72,132,SF,0,0
2026-09-01T10:01:55+00:00,192.168.50.11,192.168.50.20,58475,502,tcp,modbus,0.0204,110,147,SF,0,0
2026-09-01T10:02:00+00:00,192.168.50.11,192.168.50.20,59841,502,tcp,modbus,0.0457,81,145,SF,0,0
2026-09-01T10:02:02+00:00,192.168.50.12,192.168.50.20,53646,4840,tcp,opcua,0.1628,387,286,SF,0,0
2026-09-01T10:02:05+00:00,192.168.50.11,192.168.50.20,58632,502,tcp,modbus,0.0222,122,107,SF,0,0
2026-09-01T10:02:10+00:00,192.168.50.11,192.168.50.20,54021,502,tcp,modbus,0.0405,99,150,SF,0,0
2026-09-01T10:02:15+00:00,192.168.50.11,192.168.50.20,64124,502,tcp,modbus,0.0246,75,100,SF,0,0
2026-09-01T10:02:17+00:00,192.168.50.12,192.168.50.20,54710,4840,tcp,opcua,0.1788,395,479,SF,0,0
2026-09-01T10:02:20+00:00,192.168.50.11,192.168.50.20,55748,502,tcp,modbus,0.016,122,191,SF,0,0
2026-09-01T10:02:25+00:00,192.168.50.11,192.168.50.20,51707,502,tcp,modbus,0.019,107,159,SF,0,0
2026-09-01T10:02:30+00:00,192.168.50.11,192.168.50.20,61547,502,tcp,modbus,0.0393,90,201,SF,0,0
2026-09-01T10:02:32+00:00,192.168.50.12,192.168.50.20,60626,4840,tcp,opcua,0.0903,234,751,SF,0,0
2026-09-01T10:02:35+00:00,192.168.50.11,192.168.50.20,62143,502,tcp,modbus,0.0599,113,117,SF,0,0
2026-09-01T10:02:40+00:00,192.168.50.11,192.168.50.20,59846,502,tcp,modbus,0.0584,90,186,SF,0,0
2026-09-01T10:02:45+00:00,192.168.50.11,192.168.50.20,53095,502,tcp,modbus,0.0408,121,141,SF,0,0
2026-09-01T10:02:47+00:00,192.168.50.12,192.168.50.20,58473,4840,tcp,opcua,0.0854,298,288,SF,0,0
2026-09-01T10:02:50+00:00,192.168.50.11,192.168.50.20,62458,502,tcp,modbus,0.0436,102,195,SF,0,0
2026-09-01T10:02:55+00:00,192.168.50.11,192.168.50.20,54747,502,tcp,modbus,0.0198,72,155,SF,0,0
2026-09-01T10:03:00+00:00,192.168.50.11,192.168.50.20,62762,502,tcp,modbus,0.0533,110,193,SF,0,0
2026-09-01T10:03:02+00:00,192.168.50.12,192.168.50.20,56763,4840,tcp,opcua,0.1272,196,588,SF,0,0
2026-09-01T10:03:05+00:00,192.168.50.11,192.168.50.20,58621,502,tcp,modbus,0.049,80,103,SF,0,0
